20	0	1621215700	20	1	1409243500	20	2	331430	20	3	24173600	20	4	21908700	20	5	2792800	20	6	10783300	20	7	13018046000	20	8	8801847700	
21	0	1673615400	21	1	1362030600	21	2	436050	21	3	25018550	21	4	21991580	21	5	2230300	21	6	9756600	21	7	10764924000	21	8	8276261200	
22	0	1458926300	22	1	1538189000	22	2	369630	22	3	26304450	22	4	23018690	22	5	2691100	22	6	13137500	22	7	10889645300	22	8	12289638800	
23	0	1845569700	23	1	1387435300	23	2	357900	23	3	27565590	23	4	21826380	23	5	2758700	23	6	9984500	23	7	8955053700	23	8	8337849100	
24	0	1539981900	24	1	1214380900	24	2	316970	24	3	27221650	24	4	22014560	24	5	2165600	24	6	11236800	24	7	20395653400	24	8	7926916100	
25	0	1872438600	25	1	1468158700	25	2	453040	25	3	25093490	25	4	22149210	25	5	2437900	25	6	9498300	25	7	9357148900	25	8	10254073800	
26	0	1259665100	26	1	1613411100	26	2	300230	26	3	25145180	26	4	22273230	26	5	2670700	26	6	12242700	26	7	10597844600	26	8	8087657900	
27	0	1748745300	27	1	1451623200	27	2	312130	27	3	26730280	27	4	21937760	27	5	2192800	27	6	11699900	27	7	21870807200	27	8	7604954100	
28	0	1524316500	28	1	1284336000	28	2	320720	28	3	25173690	28	4	23673130	28	5	2982100	28	6	11286900	28	7	10118616000	28	8	8011495800	
29	0	1547087600	29	1	1451486000	29	2	296470	29	3	25995680	29	4	28671620	29	5	2770200	29	6	11476200	29	7	11255661700	29	8	7959565700	
30	0	1661067500	30	1	1523893000	30	2	370210	30	3	25361180	30	4	21822020	30	5	2250800	30	6	11904500	30	7	9966962700	30	8	9697567300	
31	0	1538222800	31	1	1546318900	31	2	362800	31	3	25499970	31	4	23292970	31	5	2215500	31	6	9129000	31	7	12682711700	31	8	13278378600	
32	0	1516336000	32	1	1364579800	32	2	348120	32	3	25468880	32	4	21982040	32	5	2283800	32	6	10606600	32	7	14914917400	32	8	9001799700	
33	0	1438865400	33	1	1366061500	33	2	326600	33	3	25490720	33	4	22604820	33	5	3792500	33	6	8565400	33	7	10515015100	33	8	12226205800	
34	0	1430900400	34	1	1459144500	34	2	300200	34	3	26777210	34	4	23630680	34	5	2663800	34	6	11295500	34	7	9166281800	34	8	7230449700	
35	0	1909429200	35	1	1409543400	35	2	369920	35	3	26957830	35	4	21884680	35	5	2872700	35	6	12193800	35	7	14107475100	35	8	7313252300	
36	0	1347545900	36	1	1405499700	36	2	1127460	36	3	42098790	36	4	30304370	36	5	2872800	36	6	9446400	36	7	8761957600	36	8	8653043500	
37	0	1451530700	37	1	1322443300	37	2	342320	37	3	25980740	37	4	22870130	37	5	3935200	37	6	13823200	37	7	17328966100	37	8	7849105300	
38	0	1660799800	38	1	1492786900	38	2	390360	38	3	26207650	38	4	22933750	38	5	2749300	38	6	13318600	38	7	10178743700	38	8	8598965000	
39	0	1533036900	39	1	1550812900	39	2	408170	39	3	25128740	39	4	21756630	39	5	2934700	39	6	12534200	39	7	14194175600	39	8	7628362000	
40	0	1452122300	40	1	1330386600	40	2	276670	40	3	27185480	40	4	23087380	40	5	2214700	40	6	11302400	40	7	10523648200	40	8	13552816500	
41	0	1274069400	41	1	1471134800	41	2	337510	41	3	26522400	41	4	27510590	41	5	2748800	41	6	14138200	41	7	14763312600	41	8	19378445900	
42	0	1620434000	42	1	1528226000	42	2	300130	42	3	25686380	42	4	22692510	42	5	2745600	42	6	11007300	42	7	9779373700	42	8	7607744900	
43	0	1263997900	43	1	1729508900	43	2	276750	43	3	25768900	43	4	24369970	43	5	2115600	43	6	12718500	43	7	8763794900	43	8	8350848400	
44	0	1565730500	44	1	1609186000	44	2	275650	44	3	26221310	44	4	22984190	44	5	2954600	44	6	12529800	44	7	11656520400	44	8	9189905500	
45	0	1482348900	45	1	1657674900	45	2	405910	45	3	29070940	45	4	23206550	45	5	3097700	45	6	11701700	45	7	9226513300	45	8	13609283900	
46	0	1443019300	46	1	1237477800	46	2	378470	46	3	25298110	46	4	22042280	46	5	2883800	46	6	8311500	46	7	9609396900	46	8	9967513400	
47	0	1421833000	47	1	1251109300	47	2	299700	47	3	33455380	47	4	39532770	47	5	2630200	47	6	12321200	47	7	8988470300	47	8	12286110900	
48	0	1483280900	48	1	1368647600	48	2	340950	48	3	25606860	48	4	22412150	48	5	2614900	48	6	11435200	48	7	9158264400	48	8	9497615700	
49	0	1556789400	49	1	1628006500	49	2	340310	49	3	24981470	49	4	22771570	49	5	2205700	49	6	11165400	49	7	12007989400	49	8	6506969600	
